Review Title,Review Text
Mind-blowing purchase,Best phone under 20 kNo one can beat it in this price and performance. Camera is also goodAnd gaming is beast
Wonderful,Performance is very high when you play PUBG or COD  it's really good but battery drawn quickly when you play ful hd plus
Delightful,Phone is good in every aspect and performes very well but delivery was very late
Hated it!,"DON'T BUY THIS DEVICE!! I can explain why... I bought this device 1 year ago and I was satisfied with the performance till few weeks back and then comes the software update 12.5.6.I dont even know what happened with the device ; it became dead without any single external damage.And now all my data are gone and when I approached Service centre, they says that replacement of this device with Mi Note 10 pro is not possible as the warrenty expired. But the fault is not on my side; its on the comp..."
Worst experience ever!,phone dead
Simply awesome,Nice
Don't waste your money,"Plz don't buy this product, I had used 1 year once update the software my mobile won't work properly I am facing so many issues Like camera video not capture clearly, once switch off and on the will work"
Not recommended at all,Having lot of issue with working of the mobile won't auto rotate even if it is on call sensor won't work
Hated it!,Mobile suddenly shutdown after 9months of usage Motherboard problem. Please don't go for this mobile ver bad performance poco
Not recommended at all,"motherboard problem, no repair"
Nice,Poco camera good quality
Terrible product,My phone is dead
Decent product,Don't buy this product.. Having issue with motherboard.. With 6 month my gt dead.
Waste of money!,dont buy this phone pls its a request .when i buyed it was op .but after the update its full of bugs .one night i switched off my phone and then the morning the phone doesn't turn on the phone was dead.My phone dead in 8 months.its mother board is completely broken
Decent product,Friend cam not better
Simply awesome,This phone is complete phone camera is better and gaming performance is excellent
Worth every penny,Best for gaming i love it
Value-for-money,A very good product at this price..But need to fix.. its vibration Otherwise 👍Display is LCD but... amazing.. to watch multimedia...A little bit heavier..but it's ok...Camera is ok.p
Useless product,"The phone has a very good processor and storage speed but the back is vibrating too much while playing songs/games due to ""stereo"" speakers. Battery backup is poor considering 5160mAh battery. It charges too slow while playing games. It took around 4 hours to charge when I was playing Brawl Stars. Facing some frame drops while scrolling feed on youtube."
Good,Please don't buy Battery drains very very fast And gets heated up while charging. Not up to expectation of Snapdragon 855+
Wonderful,Osm Phone ❤️
Worthless,Worst Phone !  😭Phone is getting hanged frequently…Visited MI store multiple times still no resolution after formatting and restore.I am a tech expert and a computer engineer I am writing this request for the common people who are thinking of purchasing this device
Useless product,"Camera is very poor, Totally below average.... Performance is good... Just want to return this product and want my refund back.. As soon as Flipkart grant it.. Very poor job by poco and Flipkart..."
Expected a better product,Camera is above average.comparison other brand 15000/- mobile criteria even this phone lose that comparison. Software some bug are here proximity sensor not working. Gyroscope sensor not working. ghost touch 5 times per day without battery this model faliure. Don't buy this phone
Pretty good,Best gaming phone X3 pro
Very poor,Camera very much poor..camera of poco f1 is much bette
Very poor,Excellent💯💯
Bad quality,this phone is heating very fast in play pes 2021
Fair,Auto call recording option is not there. Product wise it's good.
Not recommended at all,I am writing this review after 2 month. The worst phone I ever seen. what are disappointed me : camera performance not good.very low brightness display(don't have a sunlight mood😐).battery not performing like 5000mah abow.i have touch complaints when playing pubg and using normally.the side mounted finger print sencor not working some time. 120 hz refreshing rate is just a number I didn't ever seen a good performance. If you have a plan to buy a poco phone think once again☹️. Don't waste you...
Really Nice,Awesome
Excellent,"Decent camera, Ultimate performance.. Totally Good mobile"
Super!,Osm
Mind-blowing purchase,"The phone is best in performance, little disspapointment in camera department but it's not meant to be a photocentric phone. This phone is meant for performance and it delivers it perfectly. Speakers are a cherry on the top."
Worst experience ever!,Worst phone
Not good,Don't go for it if you love your money.... My device suddenly dead after six months without any damages.... Motherboard issues in many customers devices... Choose wisely!!!
Expected a better product,"Battery is fine and also is the screen, I bought it for gaming and just using it for 4 months and the performance is very bad now ! Don't buy in 2022 this is garbage!"
Waste of money!,Product not good.. prob appair within 6 months
Super!,Really this mobile is awesome
Expected a better product,Hitting issu lag while gaming.. And swithoff autometcklyBugs lags etc.. Mother board issue blast..
Super!,Nice product ☺️☺️ . Very satisfied with the product.A true mobile for gamers in mid range ❤️❤️
Must buy!,Phone like pubg god
Best for the price offered,"Considering the price, the product is excellent for the features given.Battery life: 5 ⭐Performance: 5 ⭐Camera: 3 ⭐Multitasking: 5 ⭐ (6GB is more than enough)Screen: 4 ⭐ (Not AMOLED but 120Hz is a plus)Cons:Only con is when stereo speakers are used at high volumes (like watching a video or when during an incoming call), the back of the phone vibrates. It can be annoying to some people who use speakers quite often.   Also, during a phone call, the handset is very loud and people next ..."
Awesome,I used this phone for 6 months but it get lag when u play bgmi and when players come closer to you. It has heating problems it get heat when u play or when you charge other wise it is beast of 2021
Did not meet expectations,Poco fail don't buy.
Useless product,Phone is dead
Hated it!,Touch issue and after update device is slow and too laging
